Accident_Index,Police_Force,Did_Police_Officer_Attend_Scene_of_Accident
2016200085451,20,1
2016200085477,20,1
2016200085482,20,2
2016200085485,20,1
2016200085498,20,1
2016200085501,20,1
2016200085509,20,1
2016200085512,20,1
2016200085534,20,2
2016200085536,20,1
2016200085537,20,2
2016200085541,20,1
2016200085561,20,1
2016200085564,20,1
2016200085569,20,1
2016200085609,20,2
2016200085654,20,2
2016200085657,20,2
2016200085658,20,2
2016200085677,20,1
2016200085694,20,2
2016200085718,20,1
2016200085776,20,1
2016200085788,20,2
2016200085811,20,1
2016200085813,20,1
2016200085839,20,2
2016200085867,20,1
2016200085916,20,1
2016200085932,20,1
2016200085940,20,2
2016200086010,20,1
2016200086014,20,2
2016200086020,20,1
2016200086023,20,1
2016200086027,20,1
2016200086030,20,1
2016200086033,20,1
2016200086046,20,1
2016200086054,20,1
2016200086056,20,2
2016200086059,20,1
2016200086099,20,2
2016200086124,20,1
2016200086161,20,2
2016200086190,20,2
2016200086209,20,1
2016200086227,20,2
2016200086262,20,1
2016200086277,20,2
2016200086463,20,2
2016200086586,20,1
2016200086638,20,1
2016200086727,20,2
2016200086732,20,1
2016200086733,20,2
2016200086796,20,1
2016200086833,20,2
2016200086845,20,2
2016200086855,20,2
2016200086871,20,2
2016200086877,20,1
2016200086886,20,2
2016200086897,20,2
2016200086923,20,1
2016200086942,20,1
2016200086951,20,1
2016200086960,20,1
2016200086967,20,2
2016200086997,20,1
2016200087024,20,2
2016200087179,20,1
2016200087180,20,1
2016200087279,20,1
2016200087286,20,2
2016200087295,20,1
2016200087297,20,2
2016200087298,20,1
2016200087299,20,1
2016200087310,20,1
2016200087311,20,2
2016200087315,20,2
2016200087317,20,1
2016200087343,20,1
2016200087377,20,1
2016200087388,20,2
2016200087400,20,1
2016200087411,20,1
2016200087414,20,1
2016200087419,20,2
2016200087420,20,1
2016200087421,20,1
2016200087430,20,1
2016200087433,20,2
2016200087462,20,1
2016200087470,20,2
2016200087471,20,2
2016200087489,20,2
2016200087497,20,2
2016200087549,20,2
2016200087552,20,1
2016200087575,20,1
2016200087595,20,2
2016200087634,20,2
2016200087635,20,2
2016200087640,20,2
2016200087673,20,2
2016200087679,20,1
2016200087681,20,2
2016200087757,20,1
2016200087765,20,2
2016200087810,20,1
2016200087815,20,1
2016200087833,20,1
2016200087835,20,1
2016200087840,20,1
2016200087864,20,1
2016200087875,20,2
2016200087893,20,2
2016200087899,20,1
2016200087917,20,1
2016200087925,20,1
2016200087939,20,2
2016200087974,20,1
2016200087986,20,2
2016200088001,20,1
2016200088020,20,2
2016200088030,20,1
2016200088058,20,2
2016200088062,20,2
2016200088064,20,1
2016200088077,20,1
2016200088087,20,2
2016200088089,20,2
2016200088098,20,2
2016200088101,20,1
2016200088130,20,2
2016200088134,20,1
2016200088156,20,1
2016200088204,20,1
2016200090029,20,1
2016200090032,20,1
2016200090041,20,1
2016200090043,20,2
2016200090044,20,2
2016200090047,20,1
2016200090050,20,1
2016200090051,20,1
2016200090053,20,2
2016200090057,20,1
2016200090081,20,2
2016200090091,20,1
2016200090093,20,1
2016200090095,20,1
2016200090100,20,1
2016200090104,20,1
2016200090109,20,1
2016200090144,20,2
2016200090150,20,1
2016200090152,20,2
2016200090159,20,1
2016200090178,20,1
2016200090179,20,1
2016200090201,20,2
2016200090223,20,1
2016200090234,20,1
2016200090273,20,1
2016200090289,20,1
2016200090302,20,2
2016200090305,20,1
2016200090330,20,2
2016200090378,20,1
2016200090380,20,2
2016200090382,20,2
2016200090389,20,2
2016200090396,20,1
2016200090399,20,2
2016200090400,20,1
2016200090408,20,2
2016200090409,20,1
2016200090411,20,2
2016200090412,20,2
2016200090432,20,2
2016200090434,20,1
2016200090437,20,2
2016200090469,20,2
2016200090483,20,2
2016200090491,20,2
2016200090494,20,2
2016200090497,20,2
2016200090501,20,2
2016200090507,20,2
2016200090571,20,1
2016200090577,20,1
2016200090580,20,2
2016200090587,20,1
2016200090589,20,1
2016200090590,20,1
2016200090597,20,2
2016200090603,20,2
2016200090607,20,2
2016200090610,20,2
2016200090618,20,2
2016200090619,20,2
2016200090623,20,1
2016200090629,20,2
2016200090632,20,2
2016200090650,20,2
2016200090653,20,1
2016200090657,20,2
2016200090670,20,1
2016200090673,20,1
2016200090689,20,2
2016200090700,20,1
2016200090703,20,2
2016200090716,20,1
2016200090720,20,1
2016200090722,20,2
2016200090732,20,1
2016200090744,20,2
2016200090759,20,1
2016200090763,20,2
2016200090772,20,2
2016200090788,20,2
2016200090791,20,1
2016200090813,20,2
2016200090827,20,1
2016200090850,20,1
2016200090857,20,1
2016200090866,20,2
2016200090877,20,1
2016200090889,20,2
2016200090895,20,1
2016200090900,20,2
2016200090902,20,2
2016200090909,20,2
2016200090927,20,1
2016200090936,20,2
2016200090939,20,1
2016200090956,20,1
2016200090963,20,2
2016200090976,20,2
2016200091010,20,1
2016200091017,20,1
2016200091018,20,1
2016200091027,20,1
2016200091030,20,1
2016200091044,20,1
2016200091046,20,1
2016200091049,20,2
2016200091052,20,1
2016200091062,20,1
2016200091083,20,1
2016200091086,20,1
2016200091233,20,1
2016200091303,20,1
2016200091312,20,1
2016200091365,20,1
2016200091367,20,2
2016200091369,20,2
2016200091410,20,2
2016200091446,20,2
2016200091457,20,2
2016200091468,20,1
2016200091471,20,1
2016200091493,20,2
2016200091496,20,2
2016200091514,20,2
2016200091532,20,1
2016200091550,20,2
2016200091570,20,2
2016200091573,20,1
2016200091584,20,2
2016200091619,20,2
2016200091631,20,1
2016200091663,20,2
2016200091701,20,1
2016200091715,20,1
2016200091720,20,1
2016200091722,20,1
2016200091738,20,2
2016200091757,20,1
2016200091764,20,2
2016200091806,20,1
2016200091844,20,1
2016200091886,20,2
2016200091887,20,1
2016200091892,20,2
2016200091893,20,1
2016200091898,20,1
2016200091900,20,1
2016200091914,20,2
2016200091916,20,2
2016200091920,20,1
2016200091925,20,2
2016200091940,20,1
2016200091954,20,2
2016200091973,20,2
2016200091979,20,1
2016200092031,20,1
2016200092036,20,2
2016200092043,20,1
2016200092044,20,2
2016200092049,20,1
2016200092082,20,1
2016200092091,20,2
2016200092099,20,2
2016200092100,20,2
2016200092133,20,1
2016200092138,20,2
2016200092142,20,1
2016200092147,20,1
2016200092160,20,1
2016200092172,20,1
2016200092173,20,1
2016200092194,20,1
2016200092211,20,1
2016200092268,20,1
2016200092277,20,1
2016200092332,20,1
2016200092350,20,1
2016200092408,20,2
2016200092446,20,1
2016200092458,20,1
2016200092459,20,2
2016200092461,20,2
2016200092465,20,2
2016200092502,20,2
2016200092514,20,1
2016200092542,20,2
2016200092553,20,1
2016200092558,20,1
2016200092576,20,1
2016200092585,20,2
2016200092597,20,2
2016200092611,20,2
2016200092630,20,2
2016200092631,20,2
2016200092656,20,1
2016200092659,20,2
2016200092697,20,1
2016200092735,20,1
2016200092736,20,2
2016200092744,20,2
2016200092750,20,2
2016200092777,20,2
2016200092784,20,2
2016200092964,20,1
2016200092973,20,2
2016200092986,20,1
2016200092993,20,2
2016200093036,20,1
2016200093071,20,1
2016200093091,20,1
2016200093123,20,1
2016200093152,20,1
2016200093177,20,1
2016200093188,20,2
2016200093197,20,2
2016200093204,20,2
2016200093215,20,1
2016200093219,20,1
2016200093241,20,1
2016200093394,20,2
2016200093400,20,1
2016200093420,20,1
2016200093451,20,2
2016200093492,20,1
2016200093524,20,1
2016200093533,20,1
2016200093567,20,1
2016200093582,20,1
2016200093607,20,1
2016200093609,20,2
2016200093627,20,2
2016200093636,20,1
2016200093650,20,1
2016200093673,20,1
2016200093677,20,2
2016200093683,20,2
2016200093702,20,2
2016200093712,20,2
2016200093759,20,2
2016200093761,20,1
2016200093765,20,2
2016200093784,20,1
2016200093793,20,1
2016200093802,20,2
2016200093808,20,1
2016200093822,20,1
2016200093823,20,2
2016200093829,20,1
2016200093855,20,2
2016200093865,20,2
2016200093871,20,1
2016200093872,20,1
2016200093884,20,1
2016200093928,20,2
2016200093939,20,2
2016200093942,20,2
2016200093960,20,2
2016200093968,20,1
2016200093971,20,1
2016200093981,20,1
2016200093994,20,2
2016200094013,20,1
2016200094025,20,1
2016200094026,20,2
2016200094043,20,1
2016200094056,20,2
2016200094068,20,2
2016200094076,20,1
2016200094079,20,1
2016200094081,20,2
2016200094108,20,2
2016200094119,20,1
2016200094128,20,1
2016200094129,20,1
2016200094136,20,1
2016200094141,20,1
2016200094146,20,1
2016200094165,20,1
2016200094190,20,1
2016200094194,20,1
2016200094195,20,1
2016200094205,20,1
2016200094210,20,2
2016200094213,20,1
2016200094214,20,1
2016200094227,20,1
2016200094236,20,2
2016200094242,20,1
2016200094247,20,1
2016200094256,20,2
2016200094274,20,1
2016200094279,20,1
2016200094290,20,1
2016200094298,20,1
2016200094300,20,1
2016200094308,20,1
2016200094334,20,1
2016200094337,20,1
2016200094364,20,1
2016200094365,20,1
2016200094379,20,2
2016200094405,20,1
2016200094413,20,1
2016200094436,20,2
2016200094439,20,1
2016200094468,20,2
2016200094493,20,2
2016200094525,20,1
2016200094530,20,2
2016200094533,20,1
2016200094578,20,1
2016200094631,20,2
2016200094634,20,1
2016200094639,20,1
2016200094640,20,1
2016200094664,20,1
2016200094744,20,1
2016200094790,20,2
2016200094797,20,1
2016200094827,20,1
2016200094855,20,2
2016200094885,20,2
2016200094921,20,2
2016200094925,20,2
2016200095032,20,2
2016200095051,20,2
2016200095052,20,2
2016200095059,20,2
2016200095081,20,1
2016200095095,20,2
2016200095122,20,2
2016200095131,20,1
2016200095155,20,1
2016200095171,20,2
2016200095175,20,1
2016200095183,20,2
2016200095194,20,1
2016200095203,20,2
2016200095229,20,2
2016200095233,20,1
2016200095276,20,1
2016200095288,20,1
2016200095298,20,1
2016200095302,20,1
2016200095321,20,2
2016200095324,20,2
2016200095334,20,1
2016200095347,20,2
2016200095372,20,2
2016200095440,20,1
2016200095478,20,2
2016200095488,20,1
2016200095536,20,1
2016200095576,20,1
2016200095588,20,1
2016200095620,20,2
2016200095636,20,2
2016200095648,20,1
2016200095650,20,2
2016200095671,20,1
2016200095673,20,1
2016200095681,20,2
2016200095683,20,2
2016200095723,20,2
2016200095733,20,1
2016200095735,20,2
2016200095756,20,1
2016200095761,20,2
2016200095771,20,1
2016200095785,20,1
2016200095795,20,2
2016200095803,20,1
2016200095820,20,2
2016200095860,20,1
2016200095870,20,2
2016200095875,20,1
2016200095879,20,1
2016200095883,20,1
2016200095890,20,2
2016200095892,20,2
2016200095921,20,2
2016200095931,20,2
2016200095955,20,2
2016200095962,20,2
2016200095969,20,1
2016200095976,20,2
2016200095995,20,1
2016200096006,20,2
2016200096010,20,1
2016200096021,20,1
2016200096053,20,2
2016200096059,20,1
2016200096066,20,2
2016200096072,20,2
2016200096085,20,1
2016200096093,20,1
2016200096098,20,1
2016200096102,20,1
2016200096107,20,1
2016200096117,20,2
2016200096119,20,1
2016200096122,20,2
2016200096134,20,1
2016200096142,20,2
2016200096144,20,1
2016200096146,20,1
2016200096150,20,2
2016200096164,20,1
2016200096169,20,1
2016200096180,20,2
2016200096185,20,1
2016200096187,20,1
2016200096202,20,1
2016200096204,20,1
2016200096224,20,2
2016200096225,20,2
2016200096239,20,1
2016200096249,20,2
2016200096253,20,1
2016200096255,20,1
2016200096263,20,1
2016200096272,20,1
2016200096285,20,2
2016200096289,20,2
2016200096292,20,1
2016200096308,20,1
2016200096319,20,1
2016200096326,20,1
2016200096338,20,2
2016200096340,20,1
2016200096353,20,1
2016200096371,20,2
2016200096390,20,2
2016200096395,20,1
2016200096399,20,2
2016200096411,20,1
2016200096425,20,2
2016200096426,20,1
2016200096436,20,1
2016200096438,20,1
2016200096441,20,1
2016200096452,20,1
2016200096474,20,2
2016200096485,20,1
2016200096501,20,2
2016200096540,20,1
2016200096542,20,2
2016200096547,20,1
2016200096548,20,2
2016200096560,20,2
2016200096569,20,1
2016200096573,20,2
2016200096593,20,2
2016200096597,20,2
2016200096606,20,2
2016200096619,20,2
2016200096627,20,2
2016200096639,20,1
2016200096646,20,2
2016200096663,20,1
2016200096667,20,2
2016200096675,20,2
2016200096699,20,2
2016200096712,20,1
2016200096724,20,2
2016200096725,20,2
2016200096726,20,1
2016200096751,20,1
2016200096759,20,1
2016200096773,20,1
2016200096778,20,2
2016200096791,20,1
2016200096821,20,1
2016200096827,20,1
2016200096853,20,1
2016200096856,20,2
2016200096891,20,2
2016200096900,20,2
2016200096991,20,1
2016200097034,20,1
2016200097059,20,1
2016200097076,20,1
2016200097100,20,2
2016200097128,20,2
2016200097149,20,1
2016200097164,20,2
2016200097165,20,1
2016200097184,20,1
2016200097187,20,1
2016200097223,20,2
2016200097226,20,1
2016200097345,20,2
2016200097410,20,2
2016200097439,20,1
2016200097490,20,2
2016200097512,20,1
2016200097526,20,1
2016200097543,20,1
2016200097574,20,1
2016200097578,20,2
2016200097645,20,1
2016200097688,20,1
2016200097740,20,1
2016200097752,20,1
2016200097781,20,1
2016200097856,20,1
2016200097859,20,2
2016200097898,20,1
2016200097925,20,1
2016200097978,20,1
2016200098023,20,1
2016200098071,20,1
2016200098119,20,2
2016200098165,20,1
2016200098180,20,1
2016200098182,20,1
2016200098193,20,1
2016200098217,20,2
2016200098310,20,2
2016200098311,20,1
2016200098355,20,1
2016200098357,20,2
2016200098360,20,1
2016200098364,20,1
2016200098367,20,1
2016200098372,20,2
2016200098378,20,2
2016200098383,20,2
2016200098386,20,1
2016200098397,20,1
2016200098402,20,1
2016200098410,20,2
2016200098416,20,1
2016200098418,20,2
2016200098470,20,2
2016200098472,20,1
2016200098482,20,1
2016200098490,20,1
2016200098540,20,1
2016200098545,20,1
2016200098567,20,1
2016200098592,20,1
2016200098598,20,1
2016200098610,20,2
2016200098625,20,1
2016200098709,20,2
2016200098711,20,1
2016200098712,20,1
2016200098717,20,2
2016200098746,20,1
2016200098752,20,2
2016200098765,20,1
2016200098781,20,1
2016200098816,20,1
2016200098825,20,2
2016200098849,20,1
2016200098862,20,2
2016200098885,20,1
2016200098894,20,1
2016200098908,20,2
2016200098930,20,2
2016200098963,20,1
2016200098996,20,1
2016200099032,20,1
2016200099034,20,2
2016200099102,20,2
2016200099137,20,2
2016200099142,20,1
2016200099200,20,1
2016200099204,20,1
2016200099239,20,1
2016200099262,20,1
2016200099323,20,1
2016200099394,20,1
2016200099427,20,1
2016200099809,20,2
2016200099820,20,2
2016200099824,20,1
2016200099828,20,1
2016200099829,20,1
2016200099837,20,2
2016200099851,20,1
2016200099852,20,1
2016200099853,20,2
2016200099866,20,1
2016200099869,20,1
2016200099873,20,2
2016200099881,20,1
2016200099912,20,1
2016200099923,20,2
2016200099938,20,2
2016200099971,20,2
2016200099995,20,1
2016200100015,20,2
2016200100106,20,2
2016200100115,20,1
2016200100132,20,1
2016200100137,20,1
2016200100146,20,2
2016200100166,20,2
2016200100172,20,2
2016200100187,20,1
2016200100244,20,1
2016200100267,20,1
2016200100334,20,2
2016200100336,20,2
2016200100360,20,1
2016200100378,20,2
2016200100449,20,2
2016200100466,20,1
2016200100508,20,1
2016200100545,20,2
2016200100553,20,1
2016200100569,20,1
2016200100584,20,2
2016200100594,20,2
2016200100597,20,1
2016200100602,20,1
2016200100609,20,2
2016200100635,20,1
2016200100651,20,1
2016200100658,20,2
2016200100674,20,2
2016200100690,20,1
2016200100709,20,1
2016200100717,20,1
2016200100721,20,1
2016200100739,20,1
2016200100801,20,1
2016200100803,20,2
2016200100830,20,2
2016200100857,20,1
2016200100892,20,2
2016200100894,20,1
2016200100927,20,1
2016200100961,20,2
2016200100965,20,1
2016200101005,20,2
2016200101044,20,1
2016200101075,20,2
2016200101102,20,2
2016200101150,20,1
2016200101157,20,2
2016200101166,20,1
2016200101168,20,2
2016200101180,20,2
2016200101183,20,1
2016200101187,20,1
2016200101196,20,1
2016200101201,20,1
2016200101203,20,1
2016200101216,20,2
2016200101217,20,1
2016200101281,20,1
2016200101318,20,1
2016200101421,20,1
2016200101423,20,1
2016200101469,20,1
2016200101471,20,1
2016200101475,20,2
2016200101484,20,1
2016200101642,20,1
2016200101644,20,1
2016200101653,20,1
2016200101654,20,2
2016200101659,20,1
2016200101662,20,2
2016200101663,20,1
2016200101670,20,1
2016200101672,20,2
2016200101690,20,1
2016200101709,20,1
2016200101742,20,2
2016200101803,20,2
2016200101819,20,2
2016200101866,20,1
2016200101924,20,2
2016200101926,20,1
2016200101935,20,2
2016200101946,20,1
2016200101948,20,2
2016200101954,20,2
2016200101955,20,1
2016200101959,20,1
2016200101986,20,1
2016200101990,20,1
2016200102006,20,1
2016200102026,20,1
2016200102037,20,2
2016200102053,20,2
2016200102057,20,1
2016200102059,20,2
2016200102078,20,1
2016200102092,20,1
2016200102097,20,1
2016200102099,20,2
2016200102108,20,1
2016200102109,20,1
2016200102119,20,2
2016200102120,20,2
2016200102130,20,2
2016200102153,20,1
2016200102191,20,2
2016200102199,20,1
2016200102207,20,1
2016200102215,20,2
2016200102226,20,1
2016200102239,20,2
2016200102252,20,1
2016200102262,20,2
2016200102277,20,1
2016200102307,20,1
2016200102332,20,1
2016200102350,20,1
2016200102378,20,1
2016200102395,20,2
2016200102433,20,2
2016200102437,20,2
2016200102465,20,1
2016200102483,20,2
2016200102489,20,1
2016200102495,20,2
2016200102515,20,2
2016200102531,20,2
2016200102539,20,1
2016200102543,20,1
2016200102562,20,1
2016200102566,20,1
2016200102600,20,2
2016200102601,20,2
2016200102614,20,1
2016200102617,20,2
2016200102629,20,1
2016200102634,20,2
2016200102641,20,2
2016200102649,20,2
2016200102655,20,2
2016200102661,20,1
2016200102681,20,1
2016200102704,20,1
2016200102708,20,1
2016200102713,20,1
2016200102745,20,2
2016200102751,20,1
2016200102757,20,1
2016200102809,20,1
2016200102817,20,2
2016200102820,20,1
2016200102828,20,1
2016200102837,20,1
2016200102878,20,2
2016200102900,20,1
2016200102946,20,2
2016200103029,20,1
2016200103053,20,1
2016200103086,20,2
2016200103093,20,1
2016200103130,20,1
2016200103147,20,2
2016200103175,20,2
2016200103178,20,1
2016200103197,20,1
2016200103203,20,1
2016200103210,20,2
2016200103229,20,1
2016200103236,20,1
2016200103245,20,1
2016200103254,20,1
2016200103282,20,1
2016200103323,20,1
2016200103355,20,1
2016200103356,20,1
2016200103392,20,1
2016200103440,20,2
2016200103476,20,2
2016200103532,20,1
2016200103569,20,2
2016200103579,20,2
2016200103604,20,1
2016200103605,20,2
2016200103623,20,1
2016200103648,20,1
2016200103666,20,1
2016200103671,20,2
2016200103677,20,2
2016200103682,20,2
2016200103690,20,2
2016200103710,20,2
2016200103720,20,2
2016200103723,20,1
2016200103767,20,2
2016200103792,20,1
2016200103804,20,1
2016200103829,20,1
2016200103830,20,2
2016200103840,20,2
2016200103893,20,1
2016200103967,20,1
2016200103975,20,1
2016200103984,20,1
2016200103997,20,2
2016200104006,20,1
2016200104022,20,2
2016200104241,20,2
2016200104246,20,1
2016200104253,20,1
2016200104265,20,1
2016200104281,20,2
2016200104299,20,2
2016200104310,20,1
2016200104314,20,2
2016200104343,20,1
2016200104351,20,1
2016200104368,20,1
2016200104399,20,2
2016200104461,20,1
2016200104463,20,1
2016200104497,20,2
2016200104501,20,2
2016200104509,20,1
2016200104536,20,2
2016200104578,20,2
2016200104583,20,1
2016200104589,20,1
2016200104591,20,1
2016200104619,20,2
2016200104624,20,2
2016200104642,20,1
2016200104653,20,1
2016200104676,20,1
2016200104683,20,1
2016200104709,20,1
2016200104710,20,1
2016200104711,20,2
2016200104720,20,2
2016200104722,20,1
2016200104728,20,1
2016200104766,20,1
2016200104785,20,2
2016200104809,20,1
2016200104829,20,1
2016200104878,20,2
2016200104961,20,1
2016200104968,20,1
2016200104974,20,2
2016200104981,20,2
2016200105039,20,1
2016200105045,20,2
2016200105086,20,1
2016200105121,20,2
2016200105213,20,2
2016200105214,20,1
2016200105255,20,2
2016200105276,20,2
2016200105330,20,1
2016200105344,20,2
2016200105380,20,2
2016200105390,20,1
2016200105430,20,1
2016200105446,20,1
2016200105466,20,1
2016200105494,20,1
2016200105539,20,1
2016200105559,20,2
2016200105565,20,1
2016200105591,20,1
2016200105598,20,2
2016200105611,20,2
2016200105613,20,1
2016200105639,20,1
2016200105642,20,1
2016200105646,20,1
2016200105667,20,1
2016200105709,20,1
2016200105717,20,2
2016200105719,20,1
2016200105762,20,2
2016200105846,20,2
2016200105856,20,1
2016200105860,20,1
2016200105876,20,2
2016200105887,20,2
2016200105894,20,1
2016200105919,20,1
2016200105959,20,2
2016200105966,20,1
2016200105982,20,1
2016200106040,20,1
2016200106059,20,2
2016200106082,20,2
2016200106109,20,1
2016200106114,20,2
2016200106139,20,2
2016200106141,20,2
2016200106176,20,1
2016200106201,20,1
2016200106203,20,1
2016200106205,20,1
2016200106207,20,2
2016200106217,20,1
2016200106219,20,2
2016200106223,20,2
2016200106224,20,1
2016200106225,20,2
2016200106240,20,1
2016200106243,20,2
2016200106263,20,2
2016200106285,20,1
2016200106291,20,2
2016200106293,20,1
2016200106312,20,2
2016200106321,20,1
2016200106325,20,1
2016200106373,20,1
2016200106444,20,1
2016200106468,20,1
2016200106493,20,2
2016200106496,20,1
2016200106504,20,2
2016200106520,20,1
2016200106527,20,1
2016200106533,20,2
2016200106541,20,1
2016200106571,20,1
2016200106578,20,1
2016200106585,20,2
2016200106669,20,1
2016200106681,20,2
2016200106684,20,2
2016200106693,20,1
2016200106728,20,1
2016200106729,20,2
2016200106746,20,2
2016200106763,20,1
2016200106788,20,1
2016200106795,20,1
2016200106804,20,1
2016200106811,20,2
2016200106837,20,1
2016200106857,20,1
2016200106874,20,2
2016200106879,20,1
2016200106928,20,1
2016200106942,20,1
2016200106945,20,1
2016200106962,20,2
2016200106967,20,1
2016200107003,20,2
2016200107006,20,1
2016200107035,20,2
2016200107041,20,2
2016200107051,20,1
2016200107102,20,1
2016200107107,20,2
2016200107129,20,1
2016200107131,20,1
2016200107132,20,1
2016200107168,20,2
2016200107204,20,1
2016200107213,20,1
2016200107275,20,2
2016200107276,20,1
2016200107296,20,2
2016200107351,20,2
2016200107356,20,2
2016200107375,20,2
2016200107378,20,1
2016200107446,20,1
2016200107451,20,1
2016200107464,20,1
2016200107485,20,2
2016200107499,20,1
2016200107530,20,1
2016200107547,20,2
2016200107551,20,1
2016200107595,20,2
2016200107596,20,1
2016200107614,20,1
2016200107651,20,2
2016200107657,20,1
2016200107692,20,2
2016200107721,20,1
2016200107724,20,2
2016200107738,20,2
2016200107769,20,1
2016200107776,20,1
2016200107827,20,1
2016200107862,20,2
2016200107945,20,2
2016200107958,20,1
2016200108006,20,1
2016200108015,20,1
2016200108024,20,1
2016200108039,20,1
2016200108081,20,2
2016200108083,20,2
2016200108086,20,1
2016200108089,20,1
2016200108099,20,2
2016200108106,20,1
2016200108114,20,1
2016200108121,20,2
2016200108150,20,1
2016200108153,20,1
2016200108224,20,1
2016200108236,20,1
2016200108310,20,1
2016200108430,20,1
2016200108478,20,1
2016200108508,20,1
2016200108598,20,2
2016200108606,20,1
2016200108607,20,1
2016200108611,20,1
2016200108619,20,2
2016200108633,20,2
2016200108636,20,2
2016200108638,20,2
2016200108639,20,1
2016200108652,20,1
2016200108668,20,1
2016200108670,20,2
2016200108678,20,2
2016200108686,20,1
2016200108704,20,2
2016200108724,20,1
2016200108732,20,1
2016200108743,20,1
2016200108762,20,1
2016200108790,20,2
2016200108826,20,2
2016200108912,20,2
2016200108913,20,2
2016200108928,20,2
2016200108957,20,2
2016200108965,20,1
2016200108978,20,2
2016200108984,20,2
2016200108997,20,2
2016200109002,20,1
2016200109114,20,1
2016200109115,20,1
2016200109136,20,1
2016200109157,20,2
2016200109186,20,2
2016200109194,20,1
2016200109230,20,1
2016200109272,20,1
2016200109286,20,2
2016200109341,20,1
2016200109387,20,1
2016200109395,20,1
2016200109420,20,2
2016200109421,20,1
2016200109422,20,1
2016200109454,20,2
2016200109456,20,2
2016200109468,20,1
2016200109493,20,1
2016200109496,20,2
2016200109515,20,1
2016200109554,20,1
2016200109557,20,1
2016200109565,20,2
2016200109569,20,2
2016200109573,20,2
2016200109590,20,2
2016200109592,20,1
2016200109628,20,1
2016200109641,20,2
2016200109660,20,2
2016200109682,20,1
2016200109712,20,2
2016200109714,20,2
2016200109724,20,2
2016200109733,20,1
2016200109752,20,2
2016200109773,20,2
2016200109786,20,1
2016200109897,20,2
2016200109906,20,1
2016200109915,20,2
2016200109932,20,1
2016200109947,20,2
2016200109970,20,1
2016200109990,20,1
2016200110042,20,2
2016200110043,20,2
2016200110044,20,1
2016200110045,20,2
2016200110053,20,1
2016200110075,20,1
2016200110079,20,1
2016200110117,20,2
2016200110159,20,2
2016200110160,20,2
2016200110186,20,1
2016200110201,20,1
2016200110209,20,2
2016200110249,20,2
2016200110312,20,2
2016200110322,20,2
2016200110330,20,2
2016200110369,20,2
2016200110404,20,2
2016200110405,20,1
2016200110433,20,1
2016200110495,20,2
2016200110497,20,2
2016200110506,20,2
2016200110515,20,2
2016200110543,20,1
2016200110554,20,1
2016200110650,20,2
2016200110708,20,1
2016200110750,20,1
2016200110812,20,2
2016200110824,20,1
2016200110854,20,2
2016200110861,20,1
2016200110864,20,1
2016200110893,20,2
2016200110922,20,2
2016200110937,20,2
2016200110973,20,2
2016200110982,20,1
2016200110983,20,1
2016200110985,20,2
2016200110987,20,2
2016200110994,20,1
2016200111011,20,1
2016200111014,20,2
2016200111020,20,1
2016200111026,20,1
2016200111063,20,1
2016200111140,20,1
2016200111151,20,2
2016200111189,20,1
2016200111202,20,2
2016200111213,20,2
2016200111217,20,2
2016200111233,20,1
2016200111245,20,2
2016200111249,20,1
2016200111448,20,1
2016200111473,20,2
2016200111480,20,1
2016200111483,20,2
2016200111496,20,1
2016200111545,20,1
2016200111547,20,1
2016200111610,20,1
2016200111692,20,1
2016200111729,20,1
2016200111770,20,2
2016200111794,20,1
2016200111810,20,2
2016200111829,20,1
2016200111836,20,1
2016200111874,20,2
2016200111885,20,1
2016200111886,20,2
2016200111898,20,1
2016200111911,20,1
2016200111916,20,1
2016200111917,20,1
2016200111920,20,1
2016200111991,20,2
2016200111995,20,2
2016200112009,20,1
2016200112017,20,2
2016200112026,20,1
2016200112060,20,1
2016200112061,20,2
2016200112128,20,1
2016200112164,20,1
2016200112255,20,1
2016200112261,20,1
2016200112300,20,1
2016200112326,20,1
2016200112337,20,1
2016200112357,20,2
2016200112366,20,1
2016200112380,20,2
2016200112381,20,2
2016200112384,20,2
2016200112386,20,1
2016200112387,20,2
2016200112396,20,1
2016200112408,20,2
2016200112416,20,1
2016200112447,20,2
2016200112453,20,2
2016200112462,20,1
2016200112465,20,2
2016200112484,20,2
2016200112509,20,1
2016200112544,20,1
2016200112561,20,2
2016200112581,20,1
2016200112588,20,1
2016200112594,20,1
2016200112640,20,1
2016200112735,20,1
2016200112736,20,1
2016200112762,20,2
2016200112764,20,1
2016200112773,20,1
2016200112781,20,1
2016200112795,20,1
2016200112807,20,2
2016200112822,20,1
2016200112848,20,1
2016200112851,20,2
2016200112853,20,1
2016200112854,20,1
2016200112858,20,1
2016200112859,20,2
2016200112862,20,1
2016200112865,20,2
2016200112870,20,1
2016200112874,20,2
2016200112876,20,1
2016200112879,20,2
2016200112895,20,1
2016200112897,20,1
2016200112902,20,1
2016200112929,20,1
2016200112941,20,2
2016200112958,20,2
2016200113039,20,2
2016200113109,20,1
2016200113110,20,1
2016200113152,20,2
2016200113176,20,1
2016200113183,20,2
2016200113197,20,1
2016200113200,20,2
2016200113213,20,2
2016200113234,20,2
2016200113245,20,2
2016200113272,20,1
2016200113363,20,1
2016200113371,20,1
2016200113379,20,1
2016200113384,20,2
2016200113421,20,1
2016200113430,20,1
2016200113460,20,1
2016200113470,20,1
2016200113471,20,2
2016200113509,20,2
